"WhdloadSlaveFlags";"WhdloadReadmeAppliesTo";"WhdloadSlaveCopy";"RunType";"WhdloadSlaveExecInstall";"WhdloadSlaveName";"EntryName";"EntrySize";"RunFile";"WhdloadSlaveExpMem";"RunDir";"WhdloadSlaveBaseMemSize";"FilteredName";"FilteredHardware";"FilteredLanguage";"FilteredMemory";"FilteredDemo";"FilteredOther";"FilteredCompilation";"AssignName"
"NoError, EmulPriv, Examine";"MiG-29M Super Fulcrum ? 1991 Domark.";"1991 Domark";"whdload";"0";"MiG-29M Super Fulcrum";"MiG29MSuperFulcrum";"1032532";"M\MiG29MSuperFulcrum\MiG29MSuperFulcrum.Slave";"786432";"M\MiG29MSuperFulcrum";"524288";"MiG29MSuperFulcrum";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulTrap";"Mig-29 Soviet Fighter by Code Masters/Rapier Design (c) 1990 - 1 disk.";"1990 CodeMasters";"whdload";"0";"Mig-29 Soviet Fighter";"Mig29SovietFighter";"386656";"M\Mig29SovietFighter\Mig29SovietFighter.Slave";"0";"M\Mig29SovietFighter";"524288";"Mig29SovietFighter";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulPriv, Examine";"Might and Magic ][ - Gates to Another World ? 1990 New World Computing.";"1990 New World Computing.";"whdload";"0";"Might and Magic 2 - Gates to Another World.";"Might&Magic2";"1386523";"M\Might&Magic2\Might&Magic2.Slave";"561152";"M\Might&Magic2";"417792";"Might&Magic2";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulPriv, Examine";"Might & Magic III - Isles of Terra ? 1991 New World";"1991 New World Computing";"whdload";"0";"Might & Magic III";"MightAndMagic3";"5076964";"M\MightAndMagic3\MightAndMagic3.Slave";"983040";"M\MightAndMagic3";"524288";"MightAndMagic3";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulTrap, NoKbd";"Mighty Bombjack (c) 1990 Elite - 1 disk.";"1990 Elite";"whdload";"0";"Mighty Bombjack";"MightyBombJack";"738822";"M\MightyBombJack\MightyBombjack.Slave";"0";"M\MightyBombJack";"524288";"MightyBombJack";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulTrap, ClearMem";"Mike Read's Computer Pop Quiz (c) 1988 Elite - 1 disk.";"1988 Elite";"whdload";"0";"Mike Read";"MikeReadsComputerPopQuiz";"366220";"M\MikeReadsComputerPopQuiz\MikeReadsComputerPopQuiz.Slave";"4096";"M\MikeReadsComputerPopQuiz";"524288";"MikeReadsComputerPopQuiz";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulPriv, ClearMem, Examine";"Mikro Mortal Tennis ? 1996 Skywards Software";"1996 Skywards Software";"whdload";"0";"Mikro Mortal Tennis";"MikroMortalTennis";"2103250";"M\MikroMortalTennis\MikroMortalTennis.Slave";"786432";"M\MikroMortalTennis";"524288";"MikroMortalTennis";"OCS/ECS";"";"";"";"";"";"A-Games"
"Disk, NoError, EmulTrap, EmulPriv";"Millennium 2?2 ? 1989 Ian Bird/Electric Dreams.";"1989 Ian Bird / Electric Dreams";"whdload";"0";"Millennium 2·2";"Millennium22";"792686";"M\Millennium22\Millennium22.Slave";"290816";"M\Millennium22";"524288";"Millennium22";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulPriv, Examine";"Mindbender ? 1989 Gremlin";"1989 Gremlin";"whdload";"0";"MindBender";"Mindbender";"458749";"M\Mindbender\Mindbender.Slave";"786432";"M\Mindbender";"524288";"Mindbender";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulPriv, Examine";"Mindfighter ? 1988 Abstract Concepts.";"1988 Abstract Concepts";"whdload";"0";"Mindfighter";"Mindfighter";"357193";"M\Mindfighter\Mindfighter.Slave";"262144";"M\Mindfighter";"524288";"Mindfighter";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulTrap, NoDivZero, EmulPriv, Examine";"Mind-Roll ? 1988 Thalamus";"1988 Thalamus";"whdload";"0";"Mind-Roll";"Mindroll";"813038";"M\Mindroll\Mindroll.Slave";"327680";"M\Mindroll";"524288";"Mindroll";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulPriv, ClearMem, Examine";"Mindshadow ? 1985 Activision";"1985 Activision";"whdload";"0";"Mindshadow";"Mindshadow";"720459";"M\Mindshadow\Mindshadow.Slave";"393216";"M\Mindshadow";"524288";"Mindshadow";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulPriv, Examine";"Mind Walker ? 1986 Synapse.";"1986 Bill Williams/Synapse";"whdload";"0";"Mind Walker";"MindWalker";"427911";"M\MindWalker\MindWalker.slave";"524288";"M\MindWalker";"524288";"MindWalker";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulPriv, Examine";"Mini Golf ? 1988 Magic Bytes";"1988 Magic Bytes";"whdload";"0";"Mini Golf";"MiniGolf";"797738";"M\MiniGolf\MiniGolf.Slave";"524288";"M\MiniGolf";"524288";"MiniGolf";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulPriv, Examine";"Mini Golf Plus ? 1988 Starbyte";"1988 Starbyte";"whdload";"0";"Mini Golf Plus";"MiniGolfPlus";"781711";"M\MiniGolfPlus\MiniGolfPlus.slave";"524288";"M\MiniGolfPlus";"524288";"MiniGolfPlus";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, Req68020, ReqAGA, EmulPriv";"Minskies - The Abduction ? 1996 Binary Emotions";"1994 Binary Emotions";"whdload";"0";"Minskies - The Abduction (AGA)";"MinskiesAGA";"3270353";"M\MinskiesAGA\MinskiesAGA.slave";"262144";"M\MinskiesAGA";"2093056";"Minskies";"AGA";"";"";"";"";"";"A-Games"
"NoError, EmulTrap, ReqAGA, ClearMem";"Missiles Over Xerion by Kingsoft/Cycletech (c) 1994 - 2 disks.";"1994 Kingsoft";"whdload";"0";"Missiles Over Xerion";"MissilesOverXerion";"1173263";"M\MissilesOverXerion\MissilesOverXerion.slave";"262144";"M\MissilesOverXerion";"1048576";"MissilesOverXerion";"AGA";"";"";"";"";"";"A-Games"
"EmulTrap, EmulPriv, Examine";"Mission Elevator ? 1987 Micropartner.";"1987 Micropartner";"whdload";"0";"<=/=/=/=/=[ Mission Elevator ]=\=\=\=\=>";"MissionElevator";"374904";"M\MissionElevator\MissionElevator.Slave";"262144";"M\MissionElevator";"524288";"MissionElevator";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulPriv, Examine";"Moebius ? 1987 Origin.";"1987 Origin";"whdload";"0";"Moebius";"Moebius";"603768";"M\Moebius\Moebius.Slave";"262144";"M\Moebius";"524288";"Moebius";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulPriv, Examine";"";"1992 Lucasfilm Games";"whdload";"0";"Secret Of Monkey Island 2";"MonkeyIsland2";"8877290";"M\MonkeyIsland2\MonkeyIsland2.Slave";"786432";"M\MonkeyIsland2";"524288";"MonkeyIsland2";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulTrap, ClearMem";"Monster Business ? 1991 Eclipse.";"1991 Eclipse";"whdload";"0";"Monster Business";"MonsterBusiness";"337617";"M\MonsterBusiness\MonsterBusiness.Slave";"0";"M\MonsterBusiness";"524288";"MonsterBusiness";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulTrap, ClearMem";"The Moochies by Breadline (c) 1991 - 2 disks.";"1991 Breadline";"whdload";"0";"The Moochies";"Moochies";"1496279";"M\Moochies\Moochies.Slave";"0";"M\Moochies";"528384";"Moochies";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulPriv, Examine";"Moonfall ? 1991 21st Century Entertainment";"1991 21st Century";"whdload";"0";"Moonfall";"Moonfall";"469981";"M\Moonfall\Moonfall.slave";"786432";"M\Moonfall";"524288";"Moonfall";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulTrap";"Moonshine Racers (c) 1991 Millennium - 2 disks.";"1991 Peak Star/Millennium";"whdload";"0";"Moonshine Racers";"MoonShineRacers";"1840243";"M\MoonShineRacers\MoonShineRacers.Slave";"0";"M\MoonShineRacers";"524288";"MoonShineRacers";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError";"Moonstone ? 1991 Mindscape.";"1991 Mindscape";"whdload";"0";"Moonstone";"Moonstone";"2339084";"M\Moonstone\Moonstone.Slave";"565248";"M\Moonstone";"524288";"Moonstone";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulTrap, NoDivZero, ClearMem";"Moon Walker ? 1989 US Gold/Emerald SoftWare.";"1989 Us Gold/Emerald Software";"whdload";"0";"MoonWalker";"Moonwalker";"1794235";"M\Moonwalker\Moonwalker.Slave";"0";"M\Moonwalker";"1048576";"Moonwalker";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, ReqAGA, EmulPriv, Examine";"Morph by Millennium/Flair (c) 1993 - 2 disks or 1 CD.";"1993 Millennium";"whdload";"0";"Morph [AGA/CD32]";"MorphAGA";"1404239";"M\MorphAGA\MorphAGA.Slave";"720896";"M\MorphAGA";"1376256";"Morph";"AGA";"";"";"";"";"";"A-Games"
"NoError, EmulTrap";"Mortal Kombat (c) 1993 Acclaim - 2 disks.";"1993 Acclaim";"whdload";"0";"Mortal Kombat";"MortalKombat";"1973679";"M\MortalKombat\MortalKombat.Slave";"0";"M\MortalKombat";"1048576";"MortalKombat";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulTrap";"Mortal Kombat 2 (c) 1994 Acclaim - 3/4 disks.";"1994 Acclaim";"whdload";"0";"Mortal Kombat 2";"MortalKombat21MB";"3006599";"M\MortalKombat21MB\MortalKombat21MB.slave";"4096";"M\MortalKombat21MB";"1048576";"MortalKombat2";"OCS/ECS";"";"1MB";"";"";"";"A-Games"
"NoError, EmulTrap, ReqAGA";"Morton Strikes Back ? 1994 .";"1994 Confused Pelican Software";"whdload";"0";"Morton Strikes Back AGA";"MortonStrikesBackAGA";"1213450";"M\MortonStrikesBackAGA\MortonStrikesBackAGA.Slave";"0";"M\MortonStrikesBackAGA";"2097152";"MortonStrikesBack";"AGA";"";"";"";"";"";"A-Games"
"NoError, EmulPriv";"Le Manoir de Mortvielle ? 1988 Lankhor.";"1988 Lankhor";"whdload";"0";"Mortville Manor/Manoir de MortVielle/Landsitz von Mortville";"MortvilleManor";"826780";"M\MortvilleManor\MortvilleManor.Slave";"786432";"M\MortvilleManor";"524288";"MortvilleManor";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulTrap, NoDivZero, ClearMem";"MOT ? 1989 Opera Soft.";"1989 Opera Soft";"whdload";"0";"Mot";"MOT";"1854806";"M\MOT\MOT.Slave";"0";"M\MOT";"524288";"MOT";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulPriv";"Motorbike Madness ? 1988 Mastertronic";"1988 Mastertronic";"whdload";"0";"-) Motorbike Madness (-";"MotorbikeMadness";"923970";"M\MotorbikeMadness\MotorbikeMadness.Slave";"262144";"M\MotorbikeMadness";"524288";"MotorbikeMadness";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulTrap";"Motorhead (c) 1992 Virgin - 1 disk.";"1992 Virgin";"whdload";"0";"Motorhead";"Motorhead";"949657";"M\Motorhead\Motorhead.Slave";"0";"M\Motorhead";"524288";"Motorhead";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulPriv, ClearMem, Examine";"Motor Massacre (c) 1988 Gray Matter/Gremlin - 1 disk.";"1988 Gray Matter/Gremlin";"whdload";"0";"Motor Massacre";"MotorMassacre";"821473";"M\MotorMassacre\MotorMassacre.Slave";"262144";"M\MotorMassacre";"524288";"MotorMassacre";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulTrap";"Mouse Quest (c) 1987 Micro Value/Tynesoft - 1 disk.";"1987 Micro Value/TDC";"whdload";"0";"MouseQuest";"MouseQuest";"102364";"M\MouseQuest\MouseQuest.Slave";"4096";"M\MouseQuest";"524288";"MouseQuest";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulTrap";"Mousetrap (c) 1987 Micro Value/Tynesoft - 1 disk.";"1987 Micro Value/Tynesoft";"whdload";"0";"Mousetrap";"Mousetrap";"268960";"M\Mousetrap\Mousetrap.Slave";"4096";"M\Mousetrap";"524288";"Mousetrap";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulTrap, NoDivZero, NoKbd, ClearMem";"Monty Python's Flying Circus ? 1990 Core Design/Virgin.";"1990 Core Design/Virgin Games";"whdload";"0";"Monty Pythons Flying Circus";"MPythonsFlyingCircus";"925780";"M\MPythonsFlyingCircus\MPythonsFlyingCircus.Slave";"0";"M\MPythonsFlyingCircus";"524288";"MPythonsFlyingCircus";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulTrap, NoKbd";"Mr.Blobby by Millennium/Freestyle (c) 1994 - 2 disks.";"1994 Millennium";"whdload";"0";"Mr. Blobby";"MrBlobby";"1815197";"M\MrBlobby\MrBlobby.slave";"262144";"M\MrBlobby";"1048576";"MrBlobby";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulTrap";"Mr Do! Run Run (c) 1990 Electrocoin - 1 disk.";"1990 Electrocoin";"whdload";"0";"Mr Do! Run Run";"MrDoRunRunImage";"300640";"M\MrDoRunRunImage\MrDoRunRunImage.Slave";"0";"M\MrDoRunRunImage";"524288";"MrDoRunRun";"OCS/ECS";"";"";"";"Image";"";"A-Games"
"NoError, EmulPriv, Examine";"Mr Heli by Firebird (c) 1987 - 1 disk.";"1987 Firebird";"whdload";"0";"Mr.Heli";"MrHeli";"806351";"M\MrHeli\MrHeli.slave";"262144";"M\MrHeli";"524288";"MrHeli";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulPriv, Examine";"";"1993 Unity Productions.";"whdload";"0";"Mr Men Olympics";"MrMenOlympics";"1141305";"M\MrMenOlympics\MrMenOlympics.slave";"1048576";"M\MrMenOlympics";"524288";"MrMenOlympics";"OCS/ECS";"";"";"";"";"";"A-Games"
"Disk, NoError, EmulTrap";"Mr. Nutz (c) 1994 Ocean/Neon";"1994 Ocean/Neon";"whdload";"0";"Mr. Nutz";"MrNutz";"3072119";"M\MrNutz\MrNutz.Slave";"0";"M\MrNutz";"1048576";"MrNutz";"OCS/ECS";"";"";"";"";"";"A-Games"
"Disk, NoError, EmulTrap";"M.U.D.S. ? 1990 Rainbow Arts.";"";"whdload";"0";"";"MUDS";"1813963";"M\MUDS\MUDS.slave";"";"M\MUDS";"524288";"MUDS";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, ClearMem";"Multi Player Soccer Manager ?1991 D & H Games";"1991 D & H Games";"whdload";"0";"Multi Player Soccer Manager";"MultiPlayerSoccerManager";"205956";"M\MultiPlayerSoccerManager\MultiPlayerSoccerManager.Slave";"73728";"M\MultiPlayerSoccerManager";"335872";"MultiPlayerSoccerManager";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulTrap";"The Munsters by Tiger Developments/Teque (c) 1988 - 1 disk.";"1988 Teque";"whdload";"0";"The Munsters";"Munsters";"588484";"M\Munsters\Munsters.Slave";"0";"M\Munsters";"528384";"Munsters";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulTrap";"Murder by US Gold (c) 1990 - 1 disk.";"1990 US Gold";"whdload";"0";"Murder";"Murder";"545681";"M\Murder\Murder.Slave";"0";"M\Murder";"524288";"Murder";"OCS/ECS";"";"";"";"";"";"A-Games"
"Disk, NoError, EmulTrap, EmulPriv, ClearMem";"Murder In Space ? 1990 Infogrames.";"1990 Infogrames";"whdload";"0";"Murders In Space";"MurdersInSpaceImage";"1838554";"M\MurdersInSpaceImage\MurdersInSpaceImage.Slave";"290816";"M\MurdersInSpaceImage";"499712";"MurdersInSpace";"OCS/ECS";"";"";"";"Image";"";"A-Games"
"Disk, NoError, EmulTrap";"Mysterious Worlds (c) 1990 Playstone Design/Amigafun.";"1990 Playstone Design";"whdload";"0";"Mysterious Worlds";"MysteriousWorlds";"928767";"M\MysteriousWorlds\MysteriousWorlds.Slave";"0";"M\MysteriousWorlds";"524288";"MysteriousWorlds";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulPriv, Examine";"Mystery of the Mummy ? 1988 Rainbow Arts.";"1988 Rainbow Arts";"whdload";"0";"Mystery of the Mummy";"MysteryOfTheMummy";"1846580";"M\MysteryOfTheMummy\MysteryOfTheMummy.Slave";"262144";"M\MysteryOfTheMummy";"524288";"MysteryOfTheMummy";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulTrap, NoDivZero, ClearMem";"Mystical ? 1990 Infogrames.";"1990 Infogrames";"whdload";"0";"Mystical";"Mystical";"696151";"M\Mystical\Mystical.Slave";"0";"M\Mystical";"1048576";"Mystical";"OCS/ECS";"";"";"";"";"";"A-Games"
"Disk, NoError, EmulTrap, ClearMem";"Myth by System 3 (c) 1992 - 3 disks or 1 CD.";"1992 System 3";"whdload";"0";"Myth";"Myth";"2736775";"M\Myth\Myth.Slave";"0";"M\Myth";"1048576";"Myth";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulTrap, ClearMem";"Myth by System 3 (c) 1992 - 3 disks or 1 CD.";"1992 System 3";"whdload";"0";"Myth";"MythHistoryInTheMaking";"2739046";"M\MythHistoryInTheMaking\MythHistoryInTheMaking.slave";"0";"M\MythHistoryInTheMaking";"1048576";"MythHistoryInTheMaking";"OCS/ECS";"";"";"";"";"";"A-Games"
"EmulPriv";"";"1991 Domark";"whdload";"0";"Nam 1965-1975";"Nam19651975";"1488620";"N\Nam19651975\Nam19651975.slave";"786432";"N\Nam19651975";"524288";"Nam19651975";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError";"Narc by Ocean (c) 1990 - 1 disk.";"";"whdload";"0";"";"Narc";"915334";"N\Narc\Narc.slave";"";"N\Narc";"524288";"Narc";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulTrap, NoKbd";"Narco Police by Dinamic (c) 1990 - 1 disk.";"1990 Dinamic";"whdload";"0";"Narco Police";"NarcoPolice";"909208";"N\NarcoPolice\NarcoPolice.Slave";"0";"N\NarcoPolice";"524288";"NarcoPolice";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulTrap, ClearMem";"Naughty Ones ?1994 Interactivision/Melon Design.";"1994 Interactivision";"whdload";"0";"Naughty Ones (AGA)";"NaughtyOnesAGA";"923941";"N\NaughtyOnesAGA\NaughtyOnesAGA.Slave";"0";"N\NaughtyOnesAGA";"2097152";"NaughtyOnes";"AGA";"";"";"";"";"";"A-Games"
"NoError";"Navy Moves ? 1989 Dinamic Software.";"1989 Dinamic ";"whdload";"0";"Navy Moves";"NavyMoves";"917539";"N\NavyMoves\NavyMoves.Slave";"0";"N\NavyMoves";"524288";"NavyMoves";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError";"Navy Seals by Ocean (c) 1990 - 1 disk.";"1990 Ocean";"whdload";"0";"Navy Seals";"NavySeals";"909589";"N\NavySeals\NavySeals.Slave";"0";"N\NavySeals";"524288";"NavySeals";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError";"Nebulus (C) 1987/88 Hewson.";"1987/88 Hewson";"whdload";"298496";"Nebulus";"Nebulus";"346755";"N\Nebulus\Nebulus.Slave";"0";"N\Nebulus";"524288";"Nebulus";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulTrap, NoKbd";"Nebulus 2 ? 1991 21st Century.";"";"whdload";"0";"";"Nebulus2";"2680729";"N\Nebulus2\Nebulus2.slave";"0";"N\Nebulus2";"524288";"Nebulus2";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulTrap";"Necronom by LineL (c) 1990 - 1 disk.";"1990 LineL";"whdload";"0";"Necronom";"Necronom";"916990";"N\Necronom\Necronom.Slave";"0";"N\Necronom";"524288";"Necronom";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulTrap, ClearMem";"Neighbours (c) 1991 Impulze/Zeppelin - 1 disk.";"1991 Impulze/Zeppelin";"whdload";"0";"Neighbours";"Neighbours";"931884";"N\Neighbours\Neighbours.Slave";"0";"N\Neighbours";"524288";"Neighbours";"OCS/ECS";"";"";"";"";"";"A-Games"
"Disk, NoError, EmulTrap, ClearMem";"Netherworld ? 1986 Hewson.";"1988 Hewson";"whdload";"0";"Netherworld";"Netherworld";"422331";"N\Netherworld\Netherworld.slave";"0";"N\Netherworld";"524288";"Netherworld";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulTrap, EmulPriv, Examine";"";"1988/1989 Interplay";"whdload";"0";"Neuromancer";"Neuromancer";"917247";"N\Neuromancer\Neuromancer.Slave";"524288";"N\Neuromancer";"524288";"Neuromancer";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulPriv, ClearMem, Examine";"Neuronics ? 1992 Thalion";"1992 Thalion";"whdload";"0";"Neuronics";"Neuronics";"863524";"N\Neuronics\Neuronics.Slave";"786432";"N\Neuronics";"524288";"Neuronics";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulTrap, ClearMem";"Never Ending Story II ? 1990 Linel.";"1990 Linel";"whdload";"0";"Never Ending Story II";"NeverEndingStory2";"917573";"N\NeverEndingStory2\NeverEndingStory2.slave";"0";"N\NeverEndingStory2";"524288";"NeverEndingStory2";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, ClearMem";"Nevermind ? 1989 Psyclapse";"1989 Psyclapse";"whdload";"0";"Nevermind";"NeverMind";"980522";"N\NeverMind\Nevermind.Slave";"4096";"N\NeverMind";"524288";"NeverMind";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulTrap, NoDivZero, ClearMem";"New Year Lemmings 91/92 ? 1991 Psygnosis";"1991 Psygnosis";"whdload";"0";"New Year Lemmings 91/92";"NewYearLemmings199192";"593788";"N\NewYearLemmings199192\NewYearLemmings199192.Slave";"4096";"N\NewYearLemmings199192";"524288";"NewYearLemmings199192";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulPriv, Examine";"New York Warriors ? 1990 Arcadia Systems.";"1990 Arcadia Systems";"whdload";"0";"New York Warriors";"NewYorkWarriors";"849762";"N\NewYorkWarriors\NewYorkWarriors.Slave";"262144";"N\NewYorkWarriors";"1048576";"NewYorkWarriors";"OCS/ECS";"";"";"";"";"";"A-Games"
"Disk, NoError";"";"1988 Ocean";"whdload";"0";"The New Zealand Story";"NewZealandStory";"922956";"N\NewZealandStory\NewZealandStory.slave";"0";"N\NewZealandStory";"524288";"NewZealandStory";"OCS/ECS";"";"";"";"";"";"A-Games"
"Disk, NoError, EmulTrap";"Nick Faldo's Championship Golf ? 1992-1994 Grandslam";"1992 Grandslam";"whdload";"0";"Nick Faldo";"NickFaldosChampGolf";"1392853";"N\NickFaldosChampGolf\NickFaldosChampGolf.Slave";"524288";"N\NickFaldosChampGolf";"524288";"NickFaldosChampGolf";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulPriv, Examine";"Nicky Boom II ? 1993 Micro?ds - 1 disk";"1993 Microids";"whdload";"0";"Nicky Boom II";"Nicky2";"692380";"N\Nicky2\Nicky2.Slave";"786432";"N\Nicky2";"524288";"Nicky2";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulTrap";"Nicky Boom ? 1992 Microids.";"1992 Microids";"whdload";"0";"Nicky Boom";"NickyBoom";"930492";"N\NickyBoom\NickyBoom.Slave";"0";"N\NickyBoom";"524288";"NickyBoom";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulTrap, NoKbd";"Nigel Mansell's Grand Prix (c) 1988 Martech - 1 disk.";"1988 Martech";"whdload";"0";"Nigel Mansell";"NigelMansellsGrandPrix";"378271";"N\NigelMansellsGrandPrix\NigelMansellsGrandPrix.Slave";"0";"N\NigelMansellsGrandPrix";"524288";"NigelMansellsGrandPrix";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulTrap, EmulPriv, Examine";"Nigel Mansell World Champion ? 1992 Gremlin.";"1992 Gremlin";"whdload";"0";"Nigel Mansell World Champion ECS/AGA";"NigelMansellsWrldChmpAGA";"1493759";"N\NigelMansellsWrldChmpAGA\NigelMansellsWrldChmpAGA.slave";"1310720";"N\NigelMansellsWrldChmpAGA";"1048576";"NigelMansellsWrldChmp";"AGA";"";"";"";"";"";"A-Games"
"Disk, NoError, EmulTrap, ClearMem";"Night Breed - The Action Game by Ocean (c) 1991 - 2 disks.";"1992 Ocean";"whdload";"0";"Night Breed [The Action Game]";"NightbreedAction";"1813792";"N\NightbreedAction\NightbreedAction.Slave";"0";"N\NightbreedAction";"548864";"NightbreedAction";"OCS/ECS";"";"";"";"";"";"A-Games"
"Disk, NoError, EmulTrap";"Night Breed Interactive Movie ? 1990 Ocean Software Ltd";"1990 Ocean Software Ltd";"whdload";"0";"Night Breed - The Interactive Movie";"NightbreedMovie";"1771351";"N\NightbreedMovie\NightbreedMovie.Slave";"0";"N\NightbreedMovie";"524288";"NightbreedMovie";"OCS/ECS";"";"";"";"";"";"A-Games"
"Disk, NoError, EmulTrap";"Nightdawn (c) 1989 Magic Bytes, pal- and ntsc-version.";"";"whdload";"0";"";"Nightdawn";"893064";"N\Nightdawn\Nightdawn.slave";"";"N\Nightdawn";"524288";"Nightdawn";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulTrap, NoDivZero, EmulPriv, Examine";"F-117A Nighthawk Stealth Fighter 2.0 ? 1993 Microprose.";"1993 Microprose";"whdload";"0";"F-117A Nighthawk Stealth Fighter 2.0";"NightHawkF117A";"2676594";"N\NightHawkF117A\NightHawkF117A.slave";"786432";"N\NightHawkF117A";"524288";"NightHawkF117A";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulTrap, NoKbd, ClearMem";"Night Hunter ?1990 Ubi Soft";"1990 Ubi Soft";"whdload";"0";"Night Hunter";"NightHunter";"1500541";"N\NightHunter\NightHunter.slave";"0";"N\NightHunter";"524288";"NightHunter";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulPriv, Examine";"Night Shift ? 1990 Lucasfilm Games";"1990 Lucasfilm Games";"whdload";"0";"Night Shift";"NightShift";"771295";"N\NightShift\NightShift.slave";"786432";"N\NightShift";"524288";"NightShift";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulPriv, Examine";"Ninja Mission  ? 1987 Mastertronic.";"1987 Mastertronic";"whdload";"0";"Ninja Mission";"NinjaMission";"432122";"N\NinjaMission\NinjaMission.Slave";"262144";"N\NinjaMission";"524288";"NinjaMission";"OCS/ECS";"";"";"";"";"";"A-Games"
"NoError, EmulTrap, EmulPriv";"Arcadia Systems version of Ninja Mission game";"1987 Sculptured Software";"whdload";"0";"Ninja Mission (Arcadia)";"NinjaMissionArcadia";"931213";"N\NinjaMissionArcadia\NinjaMissionArcadia.Slave";"1196032";"N\NinjaMissionArcadia";"524288";"NinjaMissionArcadia";"OCS/ECS";"";"";"";"";"";"A-Games"
